TICKER,ISIN,SECTOR
RANDER,INE821D01031,Financial Services
RASIELEC,INE822D01021,Industrials
SCOOBEEDAY,INE962E01015,Consumer Discretionary
CITIPOR,INE494D01011,Financial Services
DHRUVCA,INE972E01014,Financial Services
SHAMROIN,INE022F01015,Services
LINC,INE802B01019,Fast Moving Consumer Goods
PRIMAIN,INE723N01012,Fast Moving Consumer Goods
INDGELA,INE342D01012,Commodities
OPTIFIN,INE031G01014,Financial Services
PARAGONF,INE015E01012,Financial Services
PRATIKSH,INE530D01012,Commodities
ESHAMEDIA,INE328F01016,Consumer Discretionary
REFEXRENEW,INE332F01018,Industrials
VSTTILLERS,INE764D01017,Industrials
B2BSOFT,INE151B01011,Information Technology
NIKKIGL,INE526C01012,Financial Services
RADHEDE,INE986B01044,Consumer Discretionary
ELIXIR,INE785D01012,Financial Services
TRISHAKT,INE238C01022,Financial Services
PANKAJPO,INE698B01011,Industrials
MARBLE,INE807H01023,Commodities
CINDRELL,INE897D01015,Financial Services
NATPLASTI,INE896D01017,Industrials
LEADFIN,INE531D01010,Financial Services
NATFIT,INE643C01015,Industrials
ARTEFACT,INE885B01014,Services
AMITINT,INE053D01015,Consumer Discretionary
NUTECGLOB,INE960H01012,Consumer Discretionary
DHPIND,INE590D01016,Energy
RRIL,INE951M01037,Consumer Discretionary
AVAILFC,INE325G01010,Financial Services
INTCAPL,INE366H01012,Financial Services
HAVISHA,INE293B01029,Consumer Discretionary
JAYIND,INE250D01017,Consumer Discretionary
ROSELABS,INE475C01012,Financial Services
KRETTOSYS,INE128R01023,Consumer Discretionary
VIKALPS,INE186E01011,Services
ZYDUSWELL,INE768C01010,Fast Moving Consumer Goods
WINPRO,INE974C01022,Consumer Discretionary
MILESTONE,INE151H01018,Commodities
BERVINL,INE348I01018,Financial Services
GUJINV,INE373D01017,Financial Services
CONCOR,INE111A01025,Services
EASTRED,INE500D01015,Consumer Discretionary
PANACEABIO,INE922B01023,Healthcare
PEETISEC,INE328D01011,Consumer Discretionary
MERCURYEV,INE763M01028,Consumer Discretionary
CHOICEIN,INE102B01014,Financial Services
SRAMSET,INE777G01012,Financial Services
GOLECHA,INE427D01011,Services
EKANSH,INE005E01013,Services
SPAR,INE960B01015,Information Technology
BYKE,INE319B01014,Consumer Discretionary
CSURGSU,INE405H01018,Healthcare
ARIHANT,INE413D01011,Consumer Discretionary
HASTIFIN,INE671D01014,Financial Services
UPSURGE,INE890B01014,Financial Services
PADAMCO,INE448D01017,Consumer Discretionary
WOMENNET,INE905B01010,Information Technology
POLYCON,INE262C01014,Industrials
SOURCENTRL,INE679C01027,Healthcare
GGAUTO,INE493B01017,Consumer Discretionary
ALMONDZ,INE326B01027,Financial Services
LWSKNIT,INE281M01013,Services
ANSINDUS,INE234J01018,Fast Moving Consumer Goods
TUNITEX,INE560D01027,Consumer Discretionary
RADIXIND,INE576N01014,Fast Moving Consumer Goods
KIRANPR,INE516D01011,Consumer Discretionary
NARPROP,INE603F01012,Consumer Discretionary
MEGACOR,INE804B01023,Financial Services
TNPL,INE107A01015,Commodities
SHAKTIPUMP,INE908D01010,Industrials
SYTIXSE,INE07P301011,Financial Services
SUNGOLD,INE271D01013,Financial Services
SAFFRON,INE474D01013,Commodities
PWASML,INE523I01016,Consumer Discretionary
GOLDTECH,INE805A01014,Information Technology
VARDHMAN,INE115C01014,Commodities
GRMOVER,INE192H01020,Fast Moving Consumer Goods
MOHITIND,INE954E01012,Consumer Discretionary
POLYLINK,INE323D01020,Commodities
CONTICON,INE545B01022,Industrials
NOUVEAU,INE317B01042,Services
DUKEOFS,INE397G01019,Energy
CYBELEIND,INE183D01010,Industrials
CGVAK,INE084D01010,Information Technology
NAVKAR,INE268H01036,Industrials
MADHUCON,INE378D01032,Industrials
SYBLY,INE080D01042,Consumer Discretionary
RAJESHEXPO,INE343B01030,Consumer Discretionary
ESARIND,INE404L01039,Services
MARIS,INE866D01010,Consumer Discretionary
INDERGR,INE628F01019,Financial Services
SKRABUL,INE561E01015,Services
EVEREADY,INE128A01029,Fast Moving Consumer Goods
STEP2COR,INE623D01015,Financial Services
ORIENTTR,INE681D01039,Consumer Discretionary
MAHANIN,INE735D01033,Services
VIKASPROP,INE767B01022,Fast Moving Consumer Goods
DESHRAK,INE971E01016,Healthcare
ACESOFT,INE849B01010,Information Technology
SOFTRAKV,INE562E01013,Financial Services
HATSUN,INE473B01035,Fast Moving Consumer Goods
ACCEDERE,INE578B01015,Information Technology
JYOTHI,INE681K01026,Services
RISHDIGA,INE864D01015,Industrials
MAINFRA,INE392G01010,Industrials
KOBO,INE881A01015,Commodities
JINDWORLD,INE247D01039,Consumer Discretionary
SOMANYCERA,INE355A01028,Consumer Discretionary
JHACC,INE865D01012,Financial Services
RAGHUTOB,INE754B01012,Consumer Discretionary
DRL,INE193D01019,Services
CORALFINAC,INE558D01021,Services
ASHUTPM,INE723K01018,Commodities
SANJIVIN,INE860D01013,Healthcare
VASINFRA,INE192C01013,Consumer Discretionary
KMFBLDR,INE580H01026,Consumer Discretionary
BERYLSE,INE508J01015,Financial Services
RAP,INE483D01014,Consumer Discretionary
DEVINE,INE455C01014,Services
BAMPSL,INE802A01037,Financial Services
GENPHARMA,INE861N01036,Services
INCON,INE507D01010,Industrials
CGCL,INE180C01042,Financial Services
FDC,INE258B01022,Healthcare
GOGIACAP,INE832C01014,Financial Services
GORANIN,INE792J01015,Consumer Discretionary
KGPETRO,INE902G01016,Consumer Discretionary
COUNCODOS,INE695B01025,Consumer Discretionary
OROSMITHS,INE628B01034,Consumer Discretionary
TEJASSVI,INE173E01019,Consumer Discretionary
LINCOLN,INE405C01035,Healthcare
PRAVEG,INE722B01019,Consumer Discretionary
SURAJLTD,INE713C01016,Industrials
SICL,INE936N01010,Consumer Discretionary
MARICO,INE196A01026,Fast Moving Consumer Goods
TOKYOFIN,INE546D01018,Financial Services
BJDUP,INE265C01025,Commodities
NATGENI,INE654H01011,Industrials
THIRDFIN,INE528C01018,Financial Services
HITTCO,INE863C01019,Industrials
RRMETAL,INE117K01013,Commodities
VISIONCO,INE661D01015,Consumer Discretionary
BISIL,INE214D01021,Industrials
INANISEC,INE224C01014,Financial Services
ANKIN,INE067C01025,Consumer Discretionary
AMERISE,INE673C01020,Industrials
PRITHVIEXCH,INE621B01021,Financial Services
KHYATI,INE593B01030,Consumer Discretionary
RAINBOWF,INE230F01014,Consumer Discretionary
VSDCONF,INE489F01016,Services
TRICOMFRU,INE843F01014,Fast Moving Consumer Goods
VIDHIING,INE632C01026,Commodities
BHAGCHEM,INE414D01027,Commodities
GATECH,INE224E01028,Financial Services
PANCHSHEEL,INE316G01019,Healthcare
MENNPIS,INE650G01029,Consumer Discretionary
PRISMFN,INE429Q01019,Financial Services
GREENCREST,INE414C01045,Services
GENNEX,INE509C01026,Healthcare
HIRAUTO,INE258Z01013,Services
GINISILK,INE548B01018,Services
PRAENG,INE505C01016,Consumer Discretionary
BIOGEN,INE703D01023,Financial Services
GKCONS,INE131D01019,Financial Services
APOLLOPIPE,INE126J01016,Industrials
UNJHAFOR,INE576D01015,Healthcare
POLYMED,INE205C01021,Healthcare
SHRADDHA,INE311M01018,Consumer Discretionary
KACHCHH,INE059E01010,Commodities
PADALPO,INE630U01014,Industrials
KACL,INE229G01022,Services
KCLINFRA,INE469F01026,Industrials
ATULAUTO,INE951D01028,Industrials
SCANPRO,INE393D01015,Commodities
PRERINFRA,INE426H01014,Consumer Discretionary
METALCO,INE161E01014,Industrials
SGNTE,INE266C01023,Industrials
GANGAPA,INE278O01015,Commodities
TIRSARJ,INE297J01023,Consumer Discretionary
MUNOTHFI,INE348D01019,Financial Services
RODIUM,INE513E01024,Consumer Discretionary
NAGTECH,INE793H01017,Fast Moving Consumer Goods
NATHUEC,INE487B01019,Fast Moving Consumer Goods
IECEDU,INE172B01017,Information Technology
INDUSFINL,INE935D01013,Financial Services
LAHOTIOV,INE515C01023,Services
ZENITHSTL,INE318D01020,Industrials
TRINITYLEA,INE884X01011,Financial Services
ASTAR,INE194D01017,Consumer Discretionary
ORIRAIL,INE457G01029,Industrials
JOINDRE,INE024B01010,Financial Services
BHARATAGRI,INE842D01029,Commodities
UNITINT,INE929K01011,Commodities
SACHEMT,INE433G01012,Commodities
POPULARES,INE370C01015,Industrials
ANJANIFIN,INE283D01018,Financial Services
SVAINDIA,INE763K01014,Services
RAHME,INE149D01011,Consumer Discretionary
REXNORD,INE687C01012,Industrials
IIL,INE882B01029,Fast Moving Consumer Goods
KHANDSE,INE060B01014,Financial Services
SAWABUSI,INE248B01023,Services
CCLINTER,INE778E01031,Industrials
GALLOPENT,INE755J01012,Consumer Discretionary
CROISSANCE,INE587J01027,Consumer Discretionary
MADHUVEER,INE312M01016,Consumer Discretionary
GALAGEX,INE803L01016,Industrials
GOPAIST,INE641H01018,Industrials
HINDAPL,INE02XD01011,Services
AGARIND,INE204E01012,Commodities
DHAMPURE,INE956B01013,Fast Moving Consumer Goods
SHAQUAK,INE545N01019,Fast Moving Consumer Goods
INNOCORP,INE214B01017,Industrials
SARTHAKIND,INE074H01012,Services
SAICAPI,INE531X01018,Services
BLUECHIP,INE657B01025,Financial Services
SERVOTEACH,INE185D01015,Industrials
CHADPAP,INE669W01018,Commodities
VERTEX,INE316D01024,Financial Services
RIBATEX,INE811H01017,Consumer Discretionary
NEWINFRA,INE997D01021,Services
KASHYAP,INE108B01029,Information Technology
SHREMETAL,INE914B01012,Financial Services
IITLPROJ,INE786E01018,Consumer Discretionary
HARIGOV,INE167F01018,Consumer Discretionary
CHLOGIST,INE558F01026,Services
AMBIKCO,INE540G01014,Consumer Discretionary
HINDALUMI,INE227B01019,Commodities
SENINFO,INE564B01015,Information Technology
SPECFOOD,INE547C01018,Fast Moving Consumer Goods
AMRAAGRI,INE735C01027,Consumer Discretionary
ODYCORP,INE839E01023,Financial Services
VUENOW,INE164D01010,Industrials
INDCTST,INE146H01018,Industrials
SAMINDUS,INE653D01012,Consumer Discretionary
SHVFL,INE981C01019,Services
POOJAENT,INE147C01017,Consumer Discretionary
GRAVITY,INE995A01013,Consumer Discretionary
ESPIRE,INE176O01011,Consumer Discretionary
LCCINFOTEC,INE938A01021,Consumer Discretionary
FILATFASH,INE185E01013,Consumer Discretionary
RBGUPTA,INE056J01015,Financial Services
SINDHUTRAD,INE325D01025,Diversified
UNISTRMU,INE808C01014,Consumer Discretionary
ZENOTECH,INE486F01012,Healthcare
HINDBIO,INE597C01021,Information Technology
FRONTCORP,INE092D01013,Services
SWELECTES,INE409B01013,Industrials
WALLFORT,INE121B01014,Financial Services
KDDL,INE291D01011,Consumer Discretionary
ADIEXRE,INE398H01015,Financial Services
ABHICAP,INE516F01016,Financial Services
3BBLACKBIO,INE994E01018,Healthcare
SUMUKA,INE311N01016,Fast Moving Consumer Goods
MONIND,INE407E01029,Industrials
SHKALYN,INE079N01019,Services
VANDANA,INE219M01021,Consumer Discretionary
EPUJA,INE807D01030,Financial Services
INDOCITY,INE456B01014,Information Technology
SBECSUG,INE948G01019,Fast Moving Consumer Goods
BRIJLEAS,INE957E01031,Financial Services
BSELALGO,INE395A01016,Consumer Discretionary
RELIABVEN,INE419H01019,Consumer Discretionary
BANKBARODA,INE028A01039,Financial Services
SMCREDT,INE440E01012,Financial Services
MOHITE,INE154B01015,Consumer Discretionary
ACL,INE666E01020,Commodities
SKMEGGPROD,INE411D01015,Fast Moving Consumer Goods
WELCORP,INE191B01025,Industrials
HOTLSILV,INE731B01010,Consumer Discretionary
BANKINDIA,INE084A01016,Financial Services
INDRAMEDCO,INE681B01017,Healthcare
JOHNPHARMA,INE560F01022,Services
GAIL,INE129A01019,Energy
VAIBHAVGBL,INE884A01027,Consumer Discretionary
TRESCON,INE088D01011,Consumer Discretionary
GUJSTATFIN,INE944A01011,Financial Services
JKPAPER,INE789E01012,Commodities
SAREGAMA,INE979A01025,Consumer Discretionary
MINOLTAF,INE514C01018,Financial Services
OMKARPH,INE501C01015,Commodities
ADROITINFO,INE737B01033,Information Technology
CYBERTECH,INE214A01019,Information Technology
ICICIBANK,INE090A01021,Financial Services
CYIENT,INE136B01020,Information Technology
ENGINERSIN,INE510A01028,Industrials
DHANBANK,INE680A01011,Financial Services
GMDCLTD,INE131A01031,Commodities
GAYATRI,INE622E01023,Fast Moving Consumer Goods
INDUSINDBK,INE095A01012,Financial Services
ITDC,INE353K01014,Consumer Discretionary
J&KBANK,INE168A01041,Financial Services
CUB,INE491A01021,Financial Services
ARCHIES,INE731A01020,Consumer Discretionary
AXISBANK,INE238A01034,Financial Services
HBSL,INE550B01022,Financial Services
SIELFNS,INE027F01014,Financial Services
SOUTHBANK,INE683A01023,Financial Services
ENERGYDEV,INE306C01019,Utilities
SONATSOFTW,INE269A01021,Information Technology
BENGALT,INE665D01016,Fast Moving Consumer Goods
NATIONALUM,INE139A01034,Commodities
INDNIPPON,INE092B01025,Consumer Discretionary
NSIL,INE023A01030,Financial Services
APARINDS,INE372A01015,Industrials
TCIIND,INE920B01019,Services
ACCELYA,INE793A01012,Information Technology
ORCHASP,INE215B01022,Information Technology
HCLTECH,INE860A01027,Information Technology
TCFCFINQ,INE389D01013,Financial Services
GEOJITFSL,INE007B01023,Financial Services
JINDALSTEL,INE749A01030,Commodities
BLBLIMITED,INE791A01024,Financial Services
GLENMARK,INE935A01035,Healthcare
WOCKPHARMA,INE049B01025,Healthcare
INTEGHIT,INE934A01012,Information Technology
KJMCCORP,INE602C01011,Financial Services
INDSWFTLAB,INE915B01019,Healthcare
GEPIL,INE878A01011,Industrials
SHREERAMA,INE879A01019,Industrials
MAHLIFE,INE813A01018,Consumer Discretionary
TELESYS,INE042B01012,Information Technology
VAARAD,INE418B01048,Financial Services
ZYDUSLIFE,INE010B01027,Healthcare
SHIVACEM,INE555C01029,Commodities
CINEVISTA,INE039B01026,Consumer Discretionary
INTENTECH,INE781A01025,Information Technology
DANLAW,INE310B01013,Industrials
AJANTPHARM,INE031B01049,Healthcare
HBPOR,INE638B01025,Financial Services
HBESD,INE640B01021,Consumer Discretionary
AMBICAAGAR,INE792B01012,Fast Moving Consumer Goods
COMPUSOFT,INE453B01029,Consumer Discretionary
OMNIAX,INE369B01019,Information Technology
IZMO,INE848A01014,Information Technology
TVSMOTOR,INE494B01023,Consumer Discretionary
SOFTSOL,INE002B01016,Information Technology
ACLGATI,INE152B01027,Services
SUBEXLTD,INE754A01055,Information Technology
TCI,INE688A01022,Services
PADMALAYAT,INE243B01016,Consumer Discretionary
AKSHOPTFBR,INE523B01011,Telecommunication
VIRGOGLOB,INE400B01020,Information Technology
PICTUREHS,INE448B01029,Consumer Discretionary
TRIVENI,INE256C01024,Fast Moving Consumer Goods
MUKTAARTS,INE374B01019,Consumer Discretionary
NAGPI,INE099E01016,Commodities
DSSL,INE417B01040,Information Technology
PNBGILTS,INE859A01011,Financial Services
RAMCOIND,INE614A01028,Commodities
RAMCOSYS,INE246B01019,Information Technology
TTML,INE517B01013,Telecommunication
VIRINCHI,INE539B01017,Information Technology
WEPSOLN,INE434B01029,Information Technology
STLTECH,INE089C01029,Telecommunication
TIPSINDLTD,INE716B01029,Consumer Discretionary
MRO-TEK,INE398B01018,Telecommunication
UNIVARTS,INE464B01018,Consumer Discretionary
FIRSTFIN,INE683B01047,Information Technology
BABA,INE893A01036,Consumer Discretionary
BALAJITELE,INE794B01026,Consumer Discretionary
TYCHE,INE443B01012,Healthcare
CALSOFT,INE526B01014,Information Technology
PNC,INE392B01011,Consumer Discretionary
IOB,INE565A01014,Financial Services
TAJGVK,INE586B01026,Consumer Discretionary
CREATIVEYE,INE230B01021,Consumer Discretionary
AXISCADES,INE555B01013,Information Technology
KONNDOR,INE971A01014,Commodities
UMESLTD,INE240C01028,Consumer Discretionary
BSOFT,INE836A01035,Information Technology
USGTECH,INE718B01017,Information Technology
7TEC,INE856B01023,Information Technology
AVANTEL,INE005B01027,Telecommunication
MOSCHIP,INE935B01025,Information Technology
MEGASOFT,INE933B01012,Telecommunication
TRANSCOR,INE330E01023,Financial Services
CEREBRAINT,INE345B01019,Information Technology
NEXTMEDIA,INE747B01016,Consumer Discretionary
SMARTLINK,INE178C01020,Information Technology
GODREJCP,INE102D01028,Fast Moving Consumer Goods
GENUSPRIME,INE256D01014,Commodities
BFUTILITIE,INE243D01012,Services
UNITDSPR,INE854D01024,Fast Moving Consumer Goods
SANINFRA,INE799C01031,Energy
OLECTRA,INE260D01016,Consumer Discretionary
MPSLTD,INE943D01017,Consumer Discretionary
CERA,INE739E01017,Consumer Discretionary
TSPIRITUAL,INE541C01037,Information Technology
BHARTIARTL,INE397D01024,Telecommunication
SHALIWIR,INE655D01025,Consumer Discretionary
GULPOLY,INE255D01024,Fast Moving Consumer Goods
PONNIERODE,INE838E01017,Fast Moving Consumer Goods
PNB,INE160A01022,Financial Services
OFSS,INE881D01027,Information Technology
HAZOOR,INE550F01031,Consumer Discretionary
KAMAHOLD,INE411F01010,Financial Services
APTECHT,INE266F01018,Consumer Discretionary
UNIONBANK,INE692A01016,Financial Services
UBL,INE686F01025,Fast Moving Consumer Goods
ISMTLTD,INE732F01019,Industrials
NOIDATOLL,INE781B01015,Services
GRANULES,INE101D01020,Healthcare
CANBK,INE476A01022,Financial Services
BLIL,INE525F01017,Financial Services
POKARNA,INE637C01025,Consumer Discretionary
DIVISLAB,INE361B01024,Healthcare
ASTRAMICRO,INE386C01029,Industrials
RADICO,INE944F01028,Fast Moving Consumer Goods
MARUTI,INE585B01010,Consumer Discretionary
RAJPALAYAM,INE296E01026,Consumer Discretionary
NAVINFLUOR,INE048G01026,Commodities
UCOBANK,INE691A01018,Financial Services
BAGFILMS,INE116D01028,Consumer Discretionary
JSL,INE220G01021,Commodities
SUPRAJIT,INE399C01030,Consumer Discretionary
TVSELECT,INE236G01019,Information Technology
IGL,INE203G01027,Energy
TVTODAY,INE038F01029,Consumer Discretionary
PALREDTEC,INE218G01033,Information Technology
PETRONET,INE347G01014,Energy
BIOCON,INE376G01013,Healthcare
PTC,INE877F01012,Utilities
MAHABANK,INE457A01014,Financial Services
RKFORGE,INE399G01023,Consumer Discretionary
DATAMATICS,INE365B01017,Information Technology
NDTV,INE155G01029,Consumer Discretionary
STAR,INE939A01011,Healthcare
JPASSOCIAT,INE455F01025,Industrials
ULTRACEMCO,INE481G01011,Commodities
UNOMINDA,INE405E01023,Consumer Discretionary
TCS,INE467B01029,Information Technology
COFORGE,INE591G01017,Information Technology
GULFPETRO,INE586G01017,Energy
CENTURYPLY,INE348B01021,Consumer Discretionary
WELENT,INE625G01013,Industrials
NTPC,INE733E01010,Utilities
SALSTEEL,INE658G01014,Commodities
JBMA,INE927D01044,Consumer Discretionary
DWARKESH,INE366A01041,Fast Moving Consumer Goods
INDOCO,INE873D01024,Healthcare
VIPCLOTHNG,INE450G01024,Consumer Discretionary
IMPEXFERRO,INE691G01015,Commodities
XCHANGING,INE692G01013,Information Technology
JETAIRWAYS,INE802G01018,Services
JINDALPHOT,INE796G01012,Fast Moving Consumer Goods
POCL,INE063E01046,Commodities
JPPOWER,INE351F01018,Utilities
3IINFOLTD,INE748C01038,Information Technology
MBECL,INE748A01016,Industrials
GOKEX,INE887G01027,Consumer Discretionary
ALLSEC,INE835G01018,Services
IIFL,INE530B01024,Financial Services
MANGALAM,INE584F01014,Healthcare
SHOPERSTOP,INE498B01024,Consumer Discretionary
CYBERMEDIA,INE278G01037,Consumer Discretionary
NDL,INE875G01030,Consumer Discretionary
JSWHL,INE824G01012,Financial Services
JKCEMENT,INE823G01014,Commodities
BEEYU,INE052B01011,Services
YESBANK,INE528G01035,Financial Services
NECLIFE,INE023H01027,Healthcare
MSPL,INE752G01015,Industrials
SPLIL,INE978G01016,Consumer Discretionary
KTKBANK,INE614B01018,Financial Services
MCLEODRUSS,INE942G01012,Fast Moving Consumer Goods
FACORALL,INE828G01013,Commodities
IDFC,INE043D01016,Financial Services
RML,INE050H01012,Consumer Discretionary
HTMEDIA,INE501G01024,Consumer Discretionary
SASKEN,INE231F01020,Information Technology
FCSSOFT,INE512B01022,Information Technology
SUZLON,INE040H01021,Industrials
AURIONPRO,INE132H01018,Information Technology
RENUKA,INE087H01022,Fast Moving Consumer Goods
KMSUGAR,INE157H01023,Fast Moving Consumer Goods
BASML,INE186H01022,Consumer Discretionary
PBAINFRA,INE160H01019,Industrials
AIAENG,INE212H01026,Industrials
EKC,INE184H01027,Industrials
KERNEX,INE202H01019,Services
REPRO,INE461B01014,Consumer Discretionary
PVRINOX,INE191H01014,Consumer Discretionary
ASMS,INE855F01042,Information Technology
CELEBRITY,INE185H01016,Consumer Discretionary
NITINSPIN,INE229H01012,Consumer Discretionary
ROHLTD,INE283H01019,Consumer Discretionary
ENIL,INE265F01028,Consumer Discretionary
CELLA,INE266H01014,Commodities
GSPL,INE246F01010,Energy
JAGRAN,INE199G01027,Consumer Discretionary
DYNPRO,INE256H01015,Commodities
GVKPIL,INE251H01024,Industrials
SADBHAV,INE226H01026,Industrials
SAKUMA,INE190H01024,Services
KEC,INE389H01022,Industrials
GILLANDERS,INE047B01011,Fast Moving Consumer Goods
INDOTECH,INE332H01014,Industrials
BLKASHYAP,INE350H01032,Industrials
M&MFIN,INE774D01024,Financial Services
NITCO,INE858F01012,Consumer Discretionary
MPDL,INE493H01014,Consumer Discretionary
SOLARINDS,INE343H01029,Commodities
GALLANTT,INE297H01019,Industrials
MALUPAPER,INE383H01017,Commodities
UTTAMSUGAR,INE786F01031,Fast Moving Consumer Goods
SGL,INE353H01010,Consumer Discretionary
KKCL,INE401H01017,Consumer Discretionary
SUNTV,INE424H01027,Consumer Discretionary
GPIL,INE177H01021,Industrials
RSYSTEMS,INE411H01032,Information Technology
EMKAY,INE296H01011,Financial Services
TCLCONS,INE388G01026,Industrials
LOKESHMACH,INE397H01017,Industrials
KAMDHENU,INE390H01012,Industrials
PAUSHAKLTD,INE111F01016,Commodities
GTNTEX,INE302H01017,Consumer Discretionary
INDICAP,INE347H01012,Financial Services
PFOCUS,INE367G01038,Consumer Discretionary
ALLCARGO,INE418H01029,Services
GMRINFRA,INE776C01039,Services
TECHM,INE669C01036,Information Technology
CIEINDIA,INE536H01010,Consumer Discretionary
VOLTAMP,INE540H01012,Industrials
ATLANTAA,INE285H01022,Services
DEEPENR,INE677H01012,Energy
HOVS,INE596H01014,Information Technology
ACE,INE731H01025,Industrials
GEECEE,INE916G01016,Consumer Discretionary
RICHAIND,INE516H01012,Industrials
GAYAPROJ,INE336H01023,Industrials
FIEMIND,INE737H01014,Consumer Discretionary
JHS,INE544H01014,Fast Moving Consumer Goods
DCBBANK,INE503A01015,Financial Services
GLOBALVECT,INE792H01019,Services
INSPIRISYS,INE020G01017,Information Technology
GTLINFRA,INE221H01019,Telecommunication
SHIVAMAUTO,INE637H01024,Consumer Discretionary
NAUKRI,INE663F01024,Consumer Discretionary
TORNTPOWER,INE813H01021,Utilities
PARSVNATH,INE561H01026,Consumer Discretionary
SUTLEJTEX,INE645H01027,Consumer Discretionary
LTFOODS,INE818H01020,Fast Moving Consumer Goods
SOBHA,INE671H01015,Consumer Discretionary
RUCHIRA,INE803H01014,Commodities
TANLA,INE483C01032,Information Technology
ZEEMEDIA,INE966H01019,Consumer Discretionary
SITINET,INE965H01011,Consumer Discretionary
LUMAXTECH,INE872H01027,Consumer Discretionary
AUTOIND,INE718H01014,Consumer Discretionary
NETWORK18,INE870H01013,Consumer Discretionary
HUBTOWN,INE703H01016,Consumer Discretionary
TV18BRDCST,INE886H01027,Consumer Discretionary
CTE,INE627H01017,Information Technology
TIIL,INE545H01011,Industrials
REDINGTON,INE891D01026,Services
AICHAMP,INE768E01024,Commodities
CINELINE,INE704H01022,Consumer Discretionary
PGIL,INE940H01022,Consumer Discretionary
FSL,INE684F01012,Services
PFC,INE134E01011,Financial Services
AHLUCONT,INE758C01029,Industrials
TFL,INE804H01012,Financial Services
INDIANB,INE562A01011,Financial Services
SMSPHARMA,INE812G01025,Healthcare
ORIENTALTL,INE998H01012,Consumer Discretionary
ELAND,INE311H01018,Consumer Discretionary
IDEA,INE669E01016,Telecommunication
JAGJANANI,INE702H01018,Consumer Discretionary
RAJTV,INE952H01027,Consumer Discretionary
PAGEIND,INE761H01022,Consumer Discretionary
AMDIND,INE005I01014,Industrials
LEHAR,INE976H01018,Consumer Discretionary
ASTRAL,INE006I01046,Industrials
IBREALEST,INE069I01010,Consumer Discretionary
CAMLINFINE,INE052I01032,Commodities
ICRA,INE725G01011,Financial Services
DISHTV,INE836F01026,Consumer Discretionary
SAHYADRI,INE280H01015,Commodities
SRHHYPOLTD,INE917H01012,Commodities
FORTIS,INE061F01013,Healthcare
TGBHOTELS,INE797H01018,Consumer Discretionary
HILTON,INE788H01017,Industrials
DELTACORP,INE124G01033,Consumer Discretionary
MICEL,INE287C01037,Industrials
INSECTICID,INE070I01018,Commodities
ASAHISONG,INE228I01012,Commodities
HARYNACAP,INE928H01019,Financial Services
TIMETECHNO,INE508G01029,Industrials
HGS,INE170I01016,Services
NELCAST,INE189I01024,Industrials
V2RETAIL,INE945H01013,Consumer Discretionary
DLF,INE271C01023,Consumer Discretionary
TARMAT,INE924H01018,Industrials
ANKITMETAL,INE106I01010,Commodities
SPARC,INE232I01014,Healthcare
ADSL,INE102I01027,Information Technology
ALPA,INE385I01010,Healthcare
SSLEL,INE117H01019,Fast Moving Consumer Goods
OMAXE,INE800H01010,Consumer Discretionary
REFEX,INE056I01025,Commodities
CENTRALBK,INE483A01010,Financial Services
SELMC,INE105I01020,Consumer Discretionary
ASIANTILES,INE022I01019,Consumer Discretionary
KPRMILL,INE930H01031,Consumer Discretionary
TAKE,INE142I01023,Healthcare
PURVA,INE323I01011,Consumer Discretionary
MOTILALOFS,INE338I01027,Financial Services
VTMLTD,INE222F01029,Consumer Discretionary
INDOWIND,INE227G01018,Utilities
NAGREEKCAP,INE245I01016,Financial Services
MAGNUM,INE387I01016,Commodities
POWERGRID,INE752E01010,Utilities
KSCL,INE455I01029,Fast Moving Consumer Goods
PAISALO,INE420C01059,Financial Services
SUPREMEINF,INE550H01011,Industrials
MAANALU,INE215I01027,Commodities
IL&FSENGG,INE369I01014,Industrials
PARLEIND,INE272G01014,Services
RELIGARE,INE621H01010,Financial Services
BVCL,INE139I01011,Commodities
RATHIBAR,INE575I01016,Industrials
ADANIPORTS,INE742F01042,Services
EDELWEISS,INE532F01054,Financial Services
RGL,INE722H01024,Consumer Discretionary
KOLTEPATIL,INE094I01018,Consumer Discretionary
KAUSHALYA,INE234I01028,Consumer Discretionary
JYOTHYLAB,INE668F01031,Fast Moving Consumer Goods
ECLERX,INE738I01010,Services
TRIL,INE763I01026,Industrials
BRIGADE,INE791I01019,Consumer Discretionary
BGRENERGY,INE661I01014,Industrials
BURNPUR,INE817H01014,Commodities
MANAKSIA,INE015D01022,Industrials
PORWAL,INE386I01018,Consumer Discretionary
PPAP,INE095I01015,Consumer Discretionary
ARIES,INE298I01015,Commodities
KUANTUM,INE529I01021,Commodities
RPOWER,INE614G01033,Utilities
JKIL,INE576I01022,Industrials
CORDSCABLE,INE792I01017,Industrials
KNRCON,INE634I01029,Industrials
ONMOBILE,INE809I01019,Telecommunication
SEPC,INE964H01014,Industrials
BANG,INE863I01016,Consumer Discretionary
IRB,INE821I01022,Industrials
GSS,INE871H01011,Information Technology
NAHARCAP,INE049I01012,Financial Services
VGUARD,INE951I01027,Consumer Discretionary
RECLTD,INE020B01018,Financial Services
GOKAKTEX,INE642I01014,Consumer Discretionary
DHANI,INE274G01010,Financial Services
TITAGARH,INE615H01020,Industrials
KIRIINDUS,INE415I01015,Commodities
BIRLAMONEY,INE865C01022,Financial Services
TELOGICA,INE778I01024,Telecommunication
