TICKER,ISIN,SECTOR
LANCORHOL,INE572G01025,Consumer Discretionary
INDINFO,INE300B01022,Financial Services
BANASFN,INE521L01030,Financial Services
VISAKAIND,INE392A01021,Commodities
HATHWAYB,INE525B01016,Consumer Discretionary
GUFICBIO,INE742B01025,Healthcare
PHOTON,INE107J01016,Services
GRPLTD,INE137I01015,Industrials
INDAG,INE802D01023,Consumer Discretionary
MMRUBBR-B,INE159E01026,Consumer Discretionary
PTL,INE034D01049,Services
TVSSRICHAK,INE421C01016,Consumer Discretionary
SEL,INE367E01033,Consumer Discretionary
BENARAS,INE664D01019,Consumer Discretionary
BHAGWOX,INE026I01010,Commodities
BOMOXY-B1,INE01TL01014,Financial Services
CRAVATEX,INE145E01017,Services
BERGEPAINT,INE463A01038,Consumer Discretionary
CAPRIHANS,INE479A01018,Industrials
GRAPHITE,INE371A01025,Industrials
ITDCEM,INE686A01026,Industrials
EMPIND,INE515H01014,Diversified
GRAVISSHO,INE214F01026,Consumer Discretionary
GARFIBRES,INE276A01018,Consumer Discretionary
GARWAMAR,INE925D01014,Consumer Discretionary
GOACARBON,INE426D01013,Commodities
HARDCAS,INE722D01015,Commodities
HEG,INE545A01016,Industrials
HINDCOMPOS,INE310C01029,Consumer Discretionary
ZHINDHSG,INE083O01019,Financial Services
HIL,INE557A01011,Consumer Discretionary
INDIANCARD,INE061A01014,Consumer Discretionary
INTLCONV,INE575C01027,Industrials
JAYSREETEA,INE364A01020,Fast Moving Consumer Goods
KOTIC,INE972A01020,Commodities
MODRNSH,INE370A01019,Financial Services
OSEASPR,INE880P01015,Services
HUHTAMAKI,INE275B01026,Industrials
PREMSYN,INE940N01012,Consumer Discretionary
RJSHAH,INE712Z01019,Consumer Discretionary
SHAHCON,INE02C301011,Consumer Discretionary
SHALPAINTS,INE849C01026,Consumer Discretionary
SINNAR,INE896E01023,Fast Moving Consumer Goods
HINDMILL,INE832D01020,Consumer Discretionary
ZSOUTGAS,INE532U01012,Commodities
TECHCON,INE881P01013,Services
SUPREMEIND,INE195A01028,Industrials
THACKER,INE077P01034,Financial Services
UPHOT,INE726E01014,Consumer Discretionary
VSTIND,INE710A01016,Fast Moving Consumer Goods
SWASTIVI,INE804A01025,Consumer Discretionary
MADHUSE,INE856D01011,Financial Services
YAMNINV,INE457N01025,Financial Services
PREMCAP,INE946K01023,Industrials
ZMILGFIN,INE679T01013,Services
JINDRILL,INE742C01031,Energy
KUSUMEL,INE175Q01018,Services
JUMBFNL,INE122N01017,Services
SAKTHIFIN,INE302E01014,Financial Services
EASYFIN,INE407F01018,Financial Services
SATINDLTD,INE065D01027,Industrials
JMDVL,INE047E01031,Consumer Discretionary
TVOLCON,INE747V01014,Consumer Discretionary
SHIVATEX,INE705C01020,Consumer Discretionary
VBDESAI,INE848D01018,Financial Services
QUADRANT,INE527B01020,Telecommunication
1STCUS,INE609B01018,Financial Services
KAMANWALA,INE344D01018,Consumer Discretionary
WSFX,INE549D01012,Financial Services
ANJANIFOODS,INE096I01021,Fast Moving Consumer Goods
PARSHWANA,INE635I01018,Consumer Discretionary
RAJVI,INE381N01019,Services
MILLENNIUM,INE570N01025,Services
ICDSLTD,INE613B01010,Services
CANFINHOME,INE477A01020,Financial Services
MUNCAPM,INE910G01027,Financial Services
IVC,INE050B01023,Financial Services
SHRIRAMFIN,INE721A01013,Financial Services
CHOLAFIN,INE121A01024,Financial Services
BOMTALKIES,INE910D01024,Consumer Discretionary
SAGARSYST,INE771Z01015,Financial Services
IDINFO,INE088P01015,Financial Services
VLSFINANCE,INE709A01018,Financial Services
INDCEMCAP,INE429D01017,Financial Services
ADMANUM,INE556D01017,Financial Services
MEHIF,INE240B01012,Financial Services
INTRGLB,INE661M01016,Financial Services
MCLTD,INE410E01015,Financial Services
SHRISTI,INE472C01027,Consumer Discretionary
CREST,INE559D01011,Financial Services
VAKRANGEE,INE051B01021,Information Technology
GUJCRED,INE034B01019,Financial Services
SYLPH,INE706F01021,Information Technology
DHARFIN,INE899D01011,Financial Services
ALEXANDER,INE191N01012,Diversified
INDBANK,INE841B01017,Financial Services
SHRYDUS,INE488C01015,Financial Services
BHARAT,INE900A01013,Financial Services
CAPTRUST,INE707C01018,Financial Services
USHAKIRA,INE697C01011,Financial Services
VIVOBIOT,INE380K01017,Healthcare
VEERHEALTH,INE882C01035,Healthcare
PANINDIAC,INE376A01032,Financial Services
SAHARAHOUS,INE135C01012,Financial Services
NDASEC,INE026C01013,Financial Services
GSBFIN,INE777C01011,Financial Services
MORARKFI,INE367A01015,Financial Services
MONARCH,INE903D01011,Financial Services
PROFINC,INE732K01027,Services
TIMESGTY,INE289C01025,Financial Services
SANCF,INE654D01010,Services
SODFC,INE754C01010,Financial Services
REGTRUS,INE425F01028,Services
AVONMORE,INE323B01024,Financial Services
LIBORDFIN,INE212B01011,Financial Services
YASHMGM,INE216B01012,Services
ARIHANTCAP,INE420B01036,Financial Services
ISLCONSUL,INE569B01022,Financial Services
DCMFINSERV,INE891B01012,Financial Services
RRFIN,INE229D01011,Financial Services
IMCAP,INE417D01012,Financial Services
SAMBHAAV,INE699B01027,Consumer Discretionary
DUGARHOU,INE919M01026,Industrials
OMEGAIN,INE113B01029,Information Technology
SUGALDAM,INE309D01011,Financial Services
NETTLINX,INE027D01019,Telecommunication
BGIL,INE443D01018,Consumer Discretionary
SCANSTL,INE099G01011,Commodities
GICHSGFIN,INE289B01019,Financial Services
MATHEWE,INE963B01019,Financial Services
AJCON,INE759C01019,Financial Services
CHRTEDCA,INE953B01010,Financial Services
STANCAP,INE625D01028,Financial Services
YOGI,INE290E01011,Financial Services
CUBIFIN,INE717D01023,Financial Services
RELICTEC,INE452B01013,Financial Services
NIMBSPROJ,INE875B01015,Consumer Discretionary
BAIDFIN,INE020D01022,Financial Services
VIPULLTD,INE946H01037,Consumer Discretionary
KZLFIN,INE006C01015,Financial Services
PASUFIN,INE527C01010,Financial Services
MEHSECU,INE241B01010,Financial Services
MEHTAHG,INE239B01014,Financial Services
UGROCAP,INE583D01011,Financial Services
SAHLIBHFI,INE861D01011,Financial Services
ABIRAFN,INE195I01013,Financial Services
MANSIFIN,INE094E01017,Financial Services
SEVENHILL,INE518D01025,Financial Services
AASTAFIN,INE819K01014,Financial Services
MUTHOOTCAP,INE296G01013,Financial Services
MASTERTR,INE677D01029,Financial Services
ZNILKENG,INE582V01015,Services
EFCIL,INE886D01026,Consumer Discretionary
SOBME,INE754D01018,Services
CNIRESLTD,INE135H01029,Financial Services
ZSARACOM,INE967G01019,Financial Services
WINROC,INE837E01019,Financial Services
INERTIAST,INE767M01011,Services
PHTRADING,INE603D01017,Services
KAPILCO,INE393H01016,Consumer Discretionary
TCC,INE887D01016,Services
ROYALIND,INE510H01015,Consumer Discretionary
LUHARUKA,INE195E01020,Consumer Discretionary
SHYAM,INE139J01019,Services
ZSANMCOM,INE896J01014,Services
WARDHEALTH,INE048E01013,Services
VISVEN,INE762D01011,Services
MRUTR,INE738D01011,Financial Services
DECNGOLD,INE945F01025,Commodities
UPL,INE628A01036,Commodities
ANSHNCO,INE425H01016,Consumer Discretionary
CRANESSOFT,INE234B01023,Information Technology
SAICOM,INE092G01024,Services
EY,INE750G01019,Consumer Discretionary
TRIPR,INE331E01013,Healthcare
NIDHGRN,INE276H01013,Commodities
ROSEMER,INE649C01012,Services
TWIROST,INE436U01016,Services
SIGIND,INE529F01035,Services
KAJALSY,INE956V01011,Financial Services
AVANCE,INE758A01072,Information Technology
MLINDLTD,INE808W01012,Services
TERRAREAL,INE123V01018,Services
SECURKLOUD,INE650K01021,Information Technology
ABANSENT,INE365O01010,Commodities
VAMA,INE685D01022,Information Technology
SUNTECK,INE805D01034,Consumer Discretionary
BENTCOM,INE496M01017,Services
CLASELE,INE02BR01017,Services
PRISMMEDI,INE730E01016,Financial Services
SPVGLOBAL,INE177E01010,Financial Services
VERITAS,INE379J01029,Services
JAICORPLTD,INE070D01027,Industrials
ZNIVITRD,INE552F01011,Services
ASHCAP,INE894A01026,Financial Services
SVARTCORP,INE895A01023,Diversified
BAJGLOB,INE553H01015,Services
MMWL,INE200D01020,Consumer Discretionary
TASHIND,INE552H01017,Services
AUTOINT,INE340U01010,Services
ZSPEEDCO,INE497M01015,Financial Services
BHAGYANGR,INE458B01036,Commodities
SHANTAI,INE408F01016,Industrials
CHMBBRW,INE417N01011,Services
ZMANSOON,INE776V01013,Services
SGMART,INE385F01024,Industrials
CESL,INE396F01013,Services
ARAVALIS,INE068C01015,Services
YASTF,INE745A01012,Financial Services
ZSHERAPR,INE495M01019,Financial Services
MAGANTR,INE664N01018,Services
CRESSAN,INE716D01033,Information Technology
STARTECK,INE992I01013,Financial Services
SHARDUL,INE037B01012,Financial Services
SERA,INE017I01027,Financial Services
BENGALS,INE523W01017,Industrials
UNIWSEC,INE728J01019,Consumer Discretionary
MERCTRD,INE319T01016,Services
NIRAVCOM,INE242B01018,Services
WHITHAL,INE416X01012,Services
ASUTENT,INE508W01018,Services
APOLLOFI,INE412D01013,Financial Services
ENBETRD,INE993I01011,Services
GANONPRO,INE162L01017,Services
DEVITRD,INE07LH01016,Financial Services
SHRJAGP,INE564J01026,Industrials
LLOYDSME,INE281B01032,Commodities
PUNCTRD,INE07NX01019,Services
LLOYDSENT,INE080I01025,Commodities
BETXIND,INE765L01017,Consumer Discretionary
VIRYA,INE661K01010,Consumer Discretionary
DHANCOT,INE977F01010,Services
OASISEC,INE876A01015,Financial Services
GARNETINT,INE590B01010,Financial Services
SHALPRO,INE435E01020,Consumer Discretionary
MEENST,INE721V01019,Industrials
VARUNME,INE442U01014,Services
VINVANI,INE132V01019,Services
DONEAR,INE668D01028,Consumer Discretionary
SUPER,INE091C01017,Consumer Discretionary
SEQUENT,INE807F01027,Healthcare
STCINDIA,INE655A01013,Services
ZENITHEXPO,INE058B01018,Consumer Discretionary
KOHINOOR,INE080B01012,Fast Moving Consumer Goods
NEELKANTH,INE581D01015,Services
AVANTIFEED,INE871C01038,Fast Moving Consumer Goods
ZODJRDMKJ,INE077B01018,Consumer Discretionary
SITAENT,INE579D01019,Services
PULSRIN,INE183U01022,Services
MANBRO,INE348N01034,Consumer Discretionary
KEYFINSERV,INE681C01015,Financial Services
ADANIENT,INE423A01024,Commodities
ASTALLTD,INE307N01014,Services
HARIAEXPO,INE772B01014,Consumer Discretionary
BHANDARI,INE474E01029,Consumer Discretionary
RLF,INE629C01014,Consumer Discretionary
REGENTRP,INE769D01016,Services
ORBTEXP,INE231G01010,Consumer Discretionary
SAVERA,INE104E01014,Consumer Discretionary
CHROME,INE114E01013,Commodities
ZJEETMAC,INE987E01012,Services
NAVA,INE725A01022,Utilities
ZHINUDYP,INE582K01018,Industrials
REMIEDEL,INE158G01015,Industrials
GSAUTO,INE736H01024,Consumer Discretionary
TRANSFRE,INE360D01014,Industrials
SBCL,INE386D01027,Industrials
GANDHITUBE,INE524B01027,Industrials
AMFORG,INE991A01020,Consumer Discretionary
ORICONENT,INE730A01022,Industrials
ACROW,INE950D01012,Industrials
STLSTRINF,INE205F01016,Consumer Discretionary
PENIND,INE932A01024,Industrials
JYOTISTRUC,INE197A01024,Industrials
JAYUSH,INE289D01015,Consumer Discretionary
SSWL,INE802C01033,Consumer Discretionary
MANINDS,INE993A01026,Industrials
MDRNSTL,INE001F01019,Industrials
SYNTHFO,INE363L01029,Industrials
GOLKONDA,INE327C01031,Commodities
GUJTLRM,INE145J01032,Industrials
AJMERA,INE298G01027,Consumer Discretionary
COCHINM,INE105D01013,Commodities
ISWL,INE072A01029,Industrials
KVFORGE,INE013J01016,Industrials
CARBORUNIV,INE120A01034,Industrials
MMTC,INE123F01029,Services
VALLABHSQ,INE457E01016,Industrials
ASHIS,INE587D01012,Industrials
PMTELELIN,INE092C01015,Industrials
SMFIL,INE728B01032,Industrials
BLOIN,INE373E01015,Industrials
MAITRI,INE501L01024,Commodities
SHAHALLOYS,INE640C01011,Industrials
ELANGO,INE594D01018,Industrials
KANSHST,INE791E01018,Industrials
MAHALXSE,INE257F01017,Industrials
SIMPLEXCAS,INE658D01011,Industrials
SSWRL,INE387D01025,Industrials
SIZEMASTER,INE235U01012,Commodities
SOUTHMG,INE308N01012,Commodities
BAROEXT,INE927K01023,Industrials
GUJCONT,INE276I01011,Industrials
KALYANIFRG,INE314G01014,Industrials
PANCHMAHQ,INE798F01010,Industrials
ADITYA,INE570B01012,Industrials
SRIND,INE329C01011,Consumer Discretionary
STEELCAS,INE124E01020,Industrials
PITTIENG,INE450D01021,Industrials
GLITTEKG,INE741B01027,Commodities
PRADPME,INE770A01010,Consumer Discretionary
GNRL,INE207H01018,Energy
TNSTLTU,INE176E01012,Industrials
SHRDAIS,INE385M01012,Industrials
MAHASTEEL,INE451L01014,Industrials
NOVIS,INE608C01026,Industrials
STERPOW,INE067E01013,Industrials
FFPL,INE617C01027,Energy
HINDCOPPER,INE531E01026,Commodities
TULSYAN,INE463D01016,Industrials
AXELPOLY,INE197C01012,Industrials
NLCINDIA,INE589A01014,Utilities
SPECTRA,INE848B01012,Consumer Discretionary
KAJARIR,INE434C01027,Commodities
SOLIDSTON,INE584G01012,Commodities
SHILGRAVQ,INE960A01017,Industrials
WHITEORG,INE146C01019,Fast Moving Consumer Goods
MFSINTRCRP,INE614F01019,Industrials
AROGRANITE,INE210C01013,Consumer Discretionary
RUDRAECO,INE723D01021,Consumer Discretionary
RAJKSYN,INE376L01013,Consumer Discretionary
DEEPAKSP,INE272C01013,Consumer Discretionary
LOYALTEX,INE970D01010,Consumer Discretionary
HIMATSEIDE,INE049A01027,Consumer Discretionary
BSL,INE594B01012,Consumer Discretionary
MARKOBENZ,INE229N01010,Services
PBMPOLY,INE501F01018,Consumer Discretionary
ADINATH,INE207C01019,Consumer Discretionary
KONARKSY,INE517D01019,Consumer Discretionary
SURYALA,INE132C01027,Consumer Discretionary
SURYVANSP,INE431C01023,Consumer Discretionary
TTL,INE592B01016,Consumer Discretionary
WELSPUNLIV,INE192B01031,Consumer Discretionary
INDIANACRY,INE862B01013,Commodities
GANECOS,INE845D01014,Consumer Discretionary
CEETAIN,INE760J01012,Fast Moving Consumer Goods
VARDMNPOLY,INE835A01029,Consumer Discretionary
BLACKROSE,INE761G01016,Commodities
STCORP,INE110Q01023,Consumer Discretionary
SUMEETINDS,INE235C01010,Consumer Discretionary
RAMGOPOLY,INE410D01017,Services
SANGAMIND,INE495C01010,Consumer Discretionary
TTLEL,INE664X01025,Services
MKVENTURES,INE874A01010,Financial Services
KUSHIND,INE979D01011,Consumer Discretionary
SRECR,INE377C01010,Commodities
SURBHIN,INE899E01019,Consumer Discretionary
SEASONST,INE707B01010,Consumer Discretionary
ZENIFIB,INE106C01013,Consumer Discretionary
BHILSPIN,INE436C01014,Consumer Discretionary
AARVEEDEN,INE273D01019,Consumer Discretionary
SANTETX,INE589J01015,Consumer Discretionary
ASHIMASYN,INE440A01010,Consumer Discretionary
PIONEEREMB,INE156C01018,Consumer Discretionary
VIPPYSP,INE660D01017,Consumer Discretionary
JAIHINDS,INE156E01014,Consumer Discretionary
RAGHUSYN,INE969C01022,Consumer Discretionary
JATTAINDUS,INE722N01014,Consumer Discretionary
KAMADGIRI,INE535C01013,Consumer Discretionary
OMNITEX,INE814D01010,Consumer Discretionary
PATSPINLTD,INE790C01014,Consumer Discretionary
ONEGLOBAL,INE670O01013,Healthcare
NEOINFRA,INE216I01017,Consumer Discretionary
GENESIS,INE194N01016,Healthcare
WINSOME,INE784B01035,Consumer Discretionary
PREMIERPOL,INE309M01012,Industrials
EVERFIN,INE339D01034,Financial Services
KRRAIL,INE078T01026,Industrials
YARNSYN,INE564C01013,Services
GUJCOTEX,INE004C01028,Consumer Discretionary
GARWSYN,INE340D01016,Services
ECOHOTELS,INE638N01012,Consumer Discretionary
SARUPINDUS,INE305D01019,Consumer Discretionary
MANORG,INE370D01013,Commodities
HINDADH,INE074C01013,Industrials
SRIKPRIND,INE009C01019,Industrials
JYOTIRES,INE577D01013,Commodities
MHLXMIRU,INE112D01035,Consumer Discretionary
SOUTLAT,INE410M01018,Consumer Discretionary
OSWAYRN,INE670H01017,Services
WINSOMTX,INE837B01031,Consumer Discretionary
MODINSU,INE219W01012,Industrials
REGENCERAM,INE277C01012,Consumer Discretionary
ASAHIINDIA,INE439A01020,Consumer Discretionary
MURUDCERA,INE692B01014,Consumer Discretionary
SAINTGOBAIN,INE068B01017,Consumer Discretionary
ANANTRAJ,INE242C01024,Consumer Discretionary
MADHUDIN,INE469C01023,Fast Moving Consumer Goods
RESTILE,INE298E01022,Consumer Discretionary
MADHAV,INE925C01016,Consumer Discretionary
RAMASIGNS,INE650D01026,Services
HALDYNGL,INE506D01020,Industrials
DUROPLY,INE932D01010,Consumer Discretionary
SHREYANIND,INE231C01019,Commodities
AGIOPAPER,INE112C01011,Commodities
STARPAPER,INE733A01018,Commodities
PAKKA,INE551D01018,Commodities
TAHMARENT,INE385D01029,Fast Moving Consumer Goods
SOMAPPR,INE737E01011,Commodities
NATPLY,INE497C01016,Commodities
ARROWGREEN,INE570D01018,Industrials
VISHNU,INE270I01022,Commodities
JUMBO,INE699D01015,Industrials
NRAIL,INE740D01017,Commodities
3PLAND,INE105C01023,Financial Services
SANPA,INE384D01022,Commodities
VENTURA,INE810C01044,Consumer Discretionary
SHKARTP,INE538D01015,Commodities
STHINPA,INE088G01014,Commodities
FAMILYCARE,INE146N01016,Healthcare
VINDHYATEL,INE707A01012,Telecommunication
RIR,INE302D01016,Industrials
ADORWELD,INE045A01017,Industrials
IDM,INE649R01010,Services
SALZERELEC,INE457F01013,Industrials
JETKINGQ,INE919C01019,Consumer Discretionary
APLAB,INE273A01015,Industrials
PCS,INE834B01012,Information Technology
USHAMART,INE228A01035,Industrials
SPELS,INE252A01019,Industrials
SUBROS,INE287B01021,Consumer Discretionary
EDVENSWA,INE125G01014,Information Technology
PERVASIVE,INE443P01020,Services
HONAUT,INE671A01010,Industrials
SWITCHTE,INE311D01017,Industrials
LUMAXIND,INE162B01018,Consumer Discretionary
DIGISPICE,INE927C01020,Information Technology
CALCOM,INE216C01010,Consumer Discretionary
DYNAVSN,INE083E01010,Services
BCCFUBA,INE788D01016,Information Technology
PRECISIO,INE143C01024,Industrials
FINELINE,INE087E01011,Information Technology
HBLPOWER,INE292B01021,Consumer Discretionary
S&SPOWER,INE902B01017,Industrials
GUJARATPOLY,INE541F01022,Industrials
GIPCL,INE162A01010,Utilities
MOTHERSON,INE775A01035,Consumer Discretionary
MINDTECK,INE110B01017,Information Technology
HAVELLS,INE176B01034,Consumer Discretionary
ACIIN,INE167B01025,Information Technology
SBECSYS,INE689V01018,Services
INCAP,INE437C01012,Industrials
GUJINTRX,INE877E01015,Industrials
IGARASHI,INE188B01013,Consumer Discretionary
SYMPHONY,INE225D01027,Consumer Discretionary
VINTRON,INE043B01028,Information Technology
PANELEC,INE648E01010,Industrials
VXLINSTR,INE756A01019,Consumer Discretionary
SHYAMTEL,INE635A01023,Services
LEENEE,INE791B01014,Information Technology
PATELSAI,INE082C01024,Industrials
BUTTERFLY,INE295F01017,Consumer Discretionary
INTEGSW,INE0IPL01018,Industrials
ATHENAGLO,INE576B01019,Information Technology
NARMP,INE060D01010,Industrials
DUTRON,INE940C01015,Industrials
RSSOFTWARE,INE165B01029,Information Technology
MAGNAELQ,INE437D01010,Industrials
MARSONS,INE415B01044,Industrials
ELNET,INE033C01019,Information Technology
ACCEL,INE258C01038,Information Technology
WEBELSOLAR,INE855C01015,Industrials
ROTO,INE535D01029,Industrials
TTKPRESTIG,INE690A01028,Consumer Discretionary
DHINDIA,INE589D01018,Industrials
RAJRATAN,INE451D01029,Consumer Discretionary
SURANAT&P,INE130B01031,Utilities
ONWARDTEC,INE229A01017,Information Technology
CENTUM,INE320B01020,Industrials
ALFATRAN,INE209C01015,Industrials
STARLITE,INE035C01022,Services
NHCFOODS,INE141C01028,Fast Moving Consumer Goods
PVP,INE362A01016,Consumer Discretionary
TRIGYN,INE948A01012,Information Technology
KEI,INE878B01027,Industrials
KEERTHI,INE145L01012,Commodities
BHEEMACEM,INE333H01020,Commodities
SURAJ,INE069E01019,Industrials
APCL,INE071F01012,Commodities
MODINATUR,INE537F01012,Fast Moving Consumer Goods
PRSNTIN,INE100E01012,Consumer Discretionary
SHAHFOOD,INE455D01012,Fast Moving Consumer Goods
ZKHANDEN,INE687W01010,Fast Moving Consumer Goods
TASTYBITE,INE488B01017,Fast Moving Consumer Goods
RITESHIN,INE534D01014,Commodities
AVTNPL,INE488D01021,Fast Moving Consumer Goods
HNDFDS,INE254N01026,Fast Moving Consumer Goods
NAHARINDUS,INE289A01011,Consumer Discretionary
VADILENT,INE693D01018,Fast Moving Consumer Goods
VADILALIND,INE694D01016,Fast Moving Consumer Goods
ASHAI,INE709D01012,Fast Moving Consumer Goods
ADFFOODS,INE982B01027,Fast Moving Consumer Goods
RGRL,INE601N01010,Fast Moving Consumer Goods
WILLIMFI,INE188E01017,Financial Services
AJANTSOY,INE601B01023,Fast Moving Consumer Goods
WILLAMAGOR,INE210A01017,Financial Services
KISAAN,INE102C01020,Services
SIEL,INE843L01012,Fast Moving Consumer Goods
SPTRSHI,INE233P01017,Fast Moving Consumer Goods
PRIMAGR,INE297D01018,Fast Moving Consumer Goods
TARAI,INE906C01016,Fast Moving Consumer Goods
MODAIRY,INE617B01011,Fast Moving Consumer Goods
BAMBINO,INE921D01013,Fast Moving Consumer Goods
PRIMIND,INE543F01028,Fast Moving Consumer Goods
VIKASWSP,INE706A01022,Fast Moving Consumer Goods
VSFPROJ,INE923K01014,Industrials
POONADAL,INE809E01018,Fast Moving Consumer Goods
TRANSFD,INE213P01027,Fast Moving Consumer Goods
ANIKINDS,INE087B01017,Services
SHINDL,INE220Z01013,Fast Moving Consumer Goods
DATIWARE,INE673U01014,Services
KMGMILK,INE873N01015,Fast Moving Consumer Goods
KSE,INE953E01014,Fast Moving Consumer Goods
PIONAGR,INE062E01014,Fast Moving Consumer Goods
NARBADA,INE540C01021,Consumer Discretionary
VIRATCRA,INE295C01014,Fast Moving Consumer Goods
IBINFO,INE678B01021,Fast Moving Consumer Goods
AMBARPIL,INE072V01017,Fast Moving Consumer Goods
CHORDIA,INE975C01011,Fast Moving Consumer Goods
CIANAGRO,INE052V01019,Fast Moving Consumer Goods
TAIIND,INE358D01018,Services
NKIND,INE542C01019,Fast Moving Consumer Goods
BKV,INE356C01022,Fast Moving Consumer Goods
NCCBLUE,INE630N01019,Fast Moving Consumer Goods
NORBTEAEXP,INE369C01017,Fast Moving Consumer Goods
ASIANTNE,INE822B01017,Services
HERITGFOOD,INE978A01027,Fast Moving Consumer Goods
SIMRAN,INE354D01017,Fast Moving Consumer Goods
HINDUST,INE092301014,Fast Moving Consumer Goods
CCL,INE421D01022,Fast Moving Consumer Goods
KELLTONTEC,INE164B01022,Information Technology
SURFI,INE565E01016,Fast Moving Consumer Goods
INTEGFD,INE177M01013,Fast Moving Consumer Goods
MAHAANF,INE734D01010,Fast Moving Consumer Goods
RICOAUTO,INE209B01025,Consumer Discretionary
OMAXAUTO,INE090B01011,Consumer Discretionary
MUNJALSHOW,INE577A01027,Consumer Discretionary
JAMNAAUTO,INE039C01032,Consumer Discretionary
TVSHLTD,INE105A01035,Financial Services
JTEKTINDIA,INE643A01035,Consumer Discretionary
MUNJALAU,INE672B01032,Consumer Discretionary
JAYBARMARU,INE571B01036,Consumer Discretionary
RACLGEAR,INE704B01017,Consumer Discretionary
SAMKRG,INE706B01012,Consumer Discretionary
ECSTSTL,INE315F01013,Industrials
RATNAMANI,INE703B01027,Industrials
VESUVIUS,INE386A01015,Industrials
ASAL,INE900C01027,Consumer Discretionary
ARCEEIN,INE276D01012,Industrials
ABCINDQ,INE125D01011,Services
BALTE,INE654B01014,Services
COARO,INE229E01019,Services
SIBARAUT,INE441C01014,Consumer Discretionary
SHREYAS,INE757B01015,Services
STARLOG,INE580C01019,Services
SHVSUIT,INE02Z901011,Services
TITANIN,INE807M01023,Information Technology
EUROTEXIND,INE022C01012,Consumer Discretionary
ICIL,INE483B01026,Consumer Discretionary
MARALOVER,INE882A01013,Consumer Discretionary
SOMATEX,INE314C01013,Consumer Discretionary
SOURCEIND,INE695C01015,Consumer Discretionary
ADVLIFE,INE900E01015,Consumer Discretionary
KAKTEX,INE092E01011,Consumer Discretionary
OCTAVE,INE814L01013,Consumer Discretionary
TRIDENT,INE064C01022,Consumer Discretionary
HISARSP,INE689E01014,Consumer Discretionary
ALOKINDS,INE270A01029,Consumer Discretionary
PASARI,INE604F01010,Consumer Discretionary
AMARJOTHI,INE484D01012,Consumer Discretionary
OLYMPTX,INE482O01021,Consumer Discretionary
NAGREEKEXP,INE123B01028,Consumer Discretionary
SUDTIND-B,INE691D01012,Consumer Discretionary
SBFL,INE363D01018,Consumer Discretionary
GEMSPIN,INE165F01020,Consumer Discretionary
EUREKAI,INE958A01011,Consumer Discretionary
ADITYASP,INE122D01026,Consumer Discretionary
PRIMEURB,INE419E01024,Consumer Discretionary
DHANFAB,INE953D01016,Consumer Discretionary
SLSTLQ,INE456D01010,Consumer Discretionary
ZODIACLOTH,INE206B01013,Consumer Discretionary
SRMCL,INE306D01017,Consumer Discretionary
SUPERSPIN,INE662A01027,Consumer Discretionary
SILINV,INE923A01015,Financial Services
SURYALAXMI,INE713B01026,Consumer Discretionary
SAMTEX,INE931D01020,Consumer Discretionary
DHANROTO,INE220C01012,Consumer Discretionary
DAMODARIND,INE497D01022,Consumer Discretionary
SANBLUE,INE602D01027,Consumer Discretionary
UNIROYAL,INE980D01019,Consumer Discretionary
TATIAGLOB,INE083G01031,Consumer Discretionary
SUNILTX,INE124M01015,Services
SRINACHA,INE443E01016,Consumer Discretionary
KDL,INE893C01032,Information Technology
SAMBANDAM,INE304D01012,Consumer Discretionary
KANDAGIRI,INE292D01019,Consumer Discretionary
MKPMOB,INE676G01024,Consumer Discretionary
PARASPETRO,INE162C01024,Financial Services
KITEX,INE602G01020,Consumer Discretionary
CRANEX,INE608B01010,Industrials
BATLIBOI,INE177C01022,Industrials
AUSTENG,INE759F01012,Industrials
UNIDT,INE961D01019,Industrials
FLUIDOM,INE459C01016,Industrials
EMAINDIA,INE279D01016,Industrials
WINDMACHIN,INE052A01021,Industrials
SHANTIGEAR,INE631A01022,Industrials
MIVENMACH,INE338P01014,Industrials
HONDAPOWER,INE634A01018,Industrials
HITECHGEAR,INE127B01011,Consumer Discretionary
ELGIEQUIP,INE285A01027,Industrials
UVDRHOR,INE890G01021,Industrials
KLBRENG-B,INE338F01015,Industrials
BIRLAPREC,INE372E01025,Industrials
YUKEN,INE384C01016,Industrials
TIMKEN,INE325A01013,Industrials
VOITHPAPR,INE285C01015,Consumer Discretionary
SOLIMAC,INE410A01013,Industrials
DIACABS,INE989C01020,Industrials
INDSILHYD,INE867D01018,Commodities
TMTIND-B1,INE182E01010,Industrials
ITL,INE478D01014,Industrials
FRONTSP,INE572D01014,Consumer Discretionary
PRAJIND,INE074A01025,Industrials
RASANDIK,INE682D01011,Consumer Discretionary
YOGISUNG,INE429B01011,Financial Services
HLEGLAS,INE461D01028,Industrials
GUJAPOLLO,INE826C01016,Industrials
TANAA,INE692C01020,Industrials
CONART,INE714D01012,Industrials
MINALIND,INE097E01028,Services
SHIVAGR,INE092H01014,Industrials
MMFL,INE227C01017,Consumer Discretionary
MAYURUNIQ,INE040D01038,Consumer Discretionary
CENLUB,INE627F01011,Industrials
RAJOOENG,INE535F01024,Industrials
DOLPHIN,INE920A01037,Energy
VJLAXMIE,INE466D01019,Industrials
AHMDSTE,INE868C01018,Industrials
GET&D,INE200A01026,Industrials
RAMRAT,INE207E01023,Industrials
JAYNECOIND,INE854B01010,Industrials
